director,actor1Name,actor2Name,actor3Name,duration,contentRating,net_revenue,imdbScore
"Terry Gilliam","Johnny Depp","Michael Jeter","Ellen Barkin",118,R,-7937613,7.7
"Ricky Gervais","Jennifer Garner","Tina Fey","Martin Starr",100,PG-13,-60918,6.4
"Nicholas Stoller","Craig Roberts","Carla Gallo","Ike Barinholtz",97,R,132056505,6.4
"Chuck Russell","Peter Greene","Amy Yasbeck","Reg E. Cathey",114,PG-13,101938730,6.9
"Penny Marshall","Tom Hanks","Jon Lovitz","John Heard",130,PG,96968774,7.3
"Larry Charles",Luenell,"Ken Davitian",Chester,82,R,110505958,7.3
"Robert Luketic","Linda Cardellini","Raquel Welch","Alanna Ubach",96,PG-13,77001351,6.2
"Leonard Nimoy","Leonard Nimoy","Nichelle Nichols","Walter Koenig",105,PG,59400000,6.6
"Scott Derrickson","Tom Wilkinson","Colm Feore","JR Bourne",122,PG-13,55072454,6.7
"Mike Mitchell","Amy Poehler","Eddie Griffin","Bree Turner",88,R,48535067,5.7
"Vic Armstrong","Nicolas Cage","Lea Thompson","Quinton Aaron",110,PG-13,-2001718,3.1
"Thomas Bezucha","Craig T. Nelson","Paul Schneider","Tyrone Giordano",103,PG-13,-10938241,6.3
"Kevin Rodney Sullivan","Harry Lennix","Sean Patrick Thomas","Kenan Thompson",106,PG-13,46955956,5.7
"Terry Zwigoff","Bernie Mac","Tony Cox","Alex Borstein",98,R,42057639,7.1
"Jay Roach","Will Ferrell","Charles Napier","Robert Wagner",68,PG-13,36868030,7
"Kirk Jones","Nia Vardalos","Louis Mandylor","Joey Fatone",94,PG-13,41573085,6.1
"David Bowers","Zachary Gordon","Rachael Harris","Fran Kranz",99,PG,31691009,6.6
"John McTiernan","Shane Black","Bill Duke","Carl Weathers",107,R,44735548,7.8
"Milos Forman","Jeffrey Jones","F. Murray Abraham","Tom Hulce",180,R,33600000,8.3
"Nelson McCormick","Ming-Na Wen","Scott Porter","Collins Pennie",89,PG-13,23818159,3.9
"Mark Waters","Tina Fey","Amy Poehler","Neil Flynn",97,PG-13,69049418,7
"Audrey Wells","Raoul Bova","Lindsay Duncan","Mario Monicelli",113,PG-13,25601508,6.7
"Robert Altman","Kristin Scott Thomas","Bob Balaban","Tom Hollander",131,R,21500105,7.3
,"Peter Gallagher","Melinda Clarke","Tate Donovan",44,TV-PG,0,7.5
"Francis Ford Coppola","Nicolas Cage","Kathleen Turner","Joan Allen",103,PG-13,23382841,6.3
"Alejandro G. Iñárritu","Emma Stone","Naomi Watts","Merritt Wever",119,R,24335698,7.8
"Woody Allen","Sally Hawkins","Charlie Tahan","Andrew Dice Clay",98,PG-13,15404871,7.3
"Paul Greengrass","Christian Clemenson","David Alan Basche","Susan Blommaert",111,R,16471430,7.6
"Bille Woodruff","Christian Monzon","Mekhi Phifer","Romeo Miller",94,PG-13,5222640,5.3
"Edward Zwick","Denzel Washington","Morgan Freeman","Matthew Broderick",122,R,8830000,7.9
"Rick Friedberg","Hulk Hogan","Barry Bostwick","Nicollette Sheridan",81,PG-13,8906039,5.3
"John Carpenter","Jamie Lee Curtis","Hal Holbrook","Janet Leigh",89,R,20378000,6.8
"Sean McNamara","Dennis Quaid","Chris Brochu","Craig T. Nelson",106,PG,25853424,7.1
"Mike Nichols","Bob Newhart","Bob Balaban","Martin Balsam",122,R,-18000000,7.2
"Jody Hill","Collette Wolfe","Celia Weston","Dan Bakkedahl",86,R,5993605,5.8
"Richard Fleischer",Mako,"Olivia d'Abo","Grace Jones",103,PG,8400000,5.8
"Martin Scorsese","Robert De Niro","Cathy Moriarty","Frank Vincent",121,R,-17954750,8.3
"Brandon Camp","Judy Greer","Sasha Alexander","Frances Conroy",109,PG-13,4927390,5.6
"Barry Levinson","Nicholas Rowe","Roger Ashton-Griffiths","Freddie Jones",109,PG-13,-13749680,6.8
"Kevin Tancharoen","Kelsey Grammer","Kay Panabaker","Megan Mullally",123,PG,4452209,5
"Danny Boyle","James Franco","Treat Williams","Kate Burton",94,R,329466,7.6
"Woody Allen","Woody Allen","Jon Lovitz","Michael Rapaport",94,PG,-928770,6.7
"Nicholas Hytner","Amanda Schull","Susan May Pratt","Ethan Stiefel",115,PG-13,-825130,6.7
"Jessie Nelson","Olivia Wilde","Alex Borstein","Timothée Chalamet",107,PG-13,9284475,5.7
"Bart Freundlich","Kristen Stewart","Corbin Bleu","Kevin G. Schmidt",91,PG,-1297136,5.2
"Irwin Winkler","Ian Somerhalder","Hayden Christensen","Kristin Scott Thomas",125,R,-2438373,7.5
"Danny Boyle","Kate Winslet","Michael Fassbender","Michael Stuhlbarg",122,R,-12249417,7.2
"Chris Columbus","Alan Ruck","Marie Avgeropoulos","Shawn Roberts",102,PG-13,-3206096,5.3
"Miguel Arteta","Steve Buscemi","Ari Graynor","Fred Willard",90,R,-2718714,6.5
"William A. Fraker","Jason Robards","Richard Farnsworth","Michael Horse",98,PG,-10000000,5
"John Boorman","Daniel Radcliffe","Jamie Lee Curtis","Mark Margolis",109,R,-4508347,6.1
"Brian De Palma","Nancy Allen","Dennis Franz","John McMartin",107,R,-18000000,7.4
"Courtney Solomon","Rebecca Budig","Paul Freeman","Bruce Payne",90,PG-13,-7505506,4.4
"Ang Lee","Joan Allen","Kate Burton","Henry Czerny",112,R,-10162368,7.5
"Rob Reiner","Yaya DaCosta","Annie Parisse","Frankie Valli",94,PG-13,-2844228,5.7
"Jeff Kanew","Craig T. Nelson","Shelley Long","Kellie Martin",105,PG,-9491157,5.5
"István Szabó","Miriam Margolyes","Shaun Evans","Juliet Stevenson",104,R,-10260951,7.1
"Adrian Lyne","David Margulies","Karen Young","Kim Chan",112,R,-10265156,5.9
"Matthew Robbins","Ian McDiarmid","Ralph Richardson","Albert Salmi",108,PG,-12000000,6.7
"Michael Hoffman","David Masterson","Kerry Condon","Anne-Marie Duff",112,R,-6384422,7
"Tim Burton","Johnny Depp","Bill Murray","Martin Landau",127,R,-12112543,7.9
"Jason Reitman","J.K. Simmons","Kate Winslet","Brooke Smith",111,PG-13,-4637692,6.9
"Sergey Bodrov","Tadanobu Asano","Khulan Chuluun","Honglei Sun",126,R,-14298357,7.3
"Guy Ritchie","Tom Hardy","Gerard Butler","Tom Wilkinson",114,R,-12305599,7.3
"Hal Needham","Barry Bostwick","Michael Beck","Henry Silva",99,PG,-14666342,3.5
"Kenneth Branagh","Julie Christie","Brian Blessed","Richard Briers",150,PG-13,-13585465,7.8
"Bruce Beresford","Bruce Greenwood","Suzie Steen","Aden Young",117,PG,4806750,7.4
"Jeff Nichols","Kirsten Dunst","Sam Shepard","Paul Sparks",112,PG-13,-14292206,6.7
"Woody Allen","Woody Allen","Stockard Channing","Fisher Stevens",108,R,-14796956,6.4
"Jonathan Teplitzky","Jeremy Irvine","Colin Firth","Sam Reid",116,R,-13564917,7.1
,"Poppy Montgomery","Dylan Walsh","Dallas Roberts",60,,0,6.7
"Michael Haneke","Ulrich Tukur","Burghart Klaußner","Leonie Benesch",144,R,-9777353,7.8
"Zack Ward","Zack Ward","Anna Harr","James Cullen Bressack",92,,0,4
"Mike Marvin","Clint Howard","Randy Quaid","Nick Cassavetes",93,R,800000,5.9
"D.J. Caruso","Adam Goldberg","Meat Loaf","Anthony LaPaglia",103,R,-17323302,7.2
"Nimród Antal","James Hetfield","Mackenzie Gray","Lars Ulrich",93,R,3419967,7.2
"Gregor Jordan","Austin Nichols","Brad Renfro","Lou Taylor Pucci",98,R,-18000000,5.1
,"Edgar Ramírez","Nora von Waldstätten","Katharina Schüttler",334,"Not Rated",145118,7.7
"Tran Anh Hung","Takuya Kimura","Simón Andreu","Shawn Yue",114,"Not Rated",-18000000,5.5
"Lance Hool","Tom Berenger","Joaquim de Almeida","Mark Moses",121,R,-11120689,6.2
"George A. Romero","Greg Nicotero","John Amplas","Joseph Pilato",87,Unrated,-3500000,7.2
"Chuck Russell","Sam Trammell","Rebecca De Mornay","Amanda Schull",92,R,-18000000,5.2
"Christian Volckman","Romola Garai","Catherine McCormack","Kevork Malikyan",105,R,-13936740,6.7
"Jon Cassar","Demi Moore","Landon Liboiron","Michael Wincott",90,R,-11000000,6.3
"Richard Fleischer","Ernie Reyes Jr.","Brigitte Nielsen","Sandahl Bergman",89,PG-13,-17900000,5
"Rodrigo Cortés","Robert De Niro","Toby Jones","Craig Roberts",114,R,-14000000,6.2
"Greg Mottola","Emma Stone","Joe Lo Truglio","Kevin Corrigan",119,R,101463226,7.6
"Tyler Perry","Vanessa Ferlito","Keshia Knight Pulliam","Derek Luke",103,PG-13,90485233,4.1
"David Hayter","Jason Momoa","Jennifer Hale","Stephen McHattie",91,R,-18000000,5.3
"Jon M. Chu","Cassie Ventura","Mari Koda","Luis Rosado",98,PG-13,35006147,6.2
"Cory Edwards","Anne Hathaway","Chazz Palminteri","Jim Belushi",80,PG,33553787,6.5
"Terry George","Don Cheadle","Sophie Okonedo","Hakeem Kae-Kazim",121,PG-13,5972900,8.1
"Xavier Gens","Henry Ian Cusick","Dougray Scott","Ulrich Thomsen",94,R,15687528,6.3
"Kasi Lemmons","Jennifer Hudson","Mary J. Blige","Vondie Curtis-Hall",93,PG,-10482822,4.4
"Brian A Miller","Bruce Willis","50 Cent","Jessica Lowndes",93,R,-18000000,4.6
"Matt Dillon","Kirk Fox","Shawn Andrews","Rob Campbell",116,R,-17174509,6
"Alejandro Amenábar","Fionnula Flanagan","Elaine Cassidy","Eric Sykes",101,PG-13,79471845,7.6
"James Cameron","Michael Biehn","Carrie Henn","Jenette Goldstein",154,R,66700000,8.4
"George Cukor","Jeremy Brett","Rex Harrison","Theodore Bikel",170,Approved,55000000,7.9
"Jim Gillespie","Muse Watson","Sarah Michelle Gellar","Anne Heche",99,R,55219395,5.6
"Luke Greenfield","Rob Riggle","Damon Wayans Jr.","James D'Arcy",104,R,65389560,6.5
"Alexander Payne","Virginia Madsen","Patrick Gallagher","M.C. Gainey",126,R,59502303,7.5
"Jay Chandrasekhar","Chris Moss","Owain Yeoman","Jay Chandrasekhar",110,R,1679969,6.3
"John Carpenter","Jamie Lee Curtis","Donald Pleasence","P.J. Soles",101,R,46700000,7.9
"Yimou Zhang","Jet Li","Tony Chiu Wai Leung","Maggie Cheung",80,PG-13,-30915039,7.9
"John Hoffman","Liam Aiken","Molly Shannon","Kevin Nealon",87,PG,20566230,5.1
"Malcolm D. Lee","Harold Perrineau","Sanaa Lathan","Eddie Cibrian",123,R,53492685,6.7
"Joe Carnahan","Ryan Reynolds",Common,"Alex Rocco",109,R,18635046,6.7
"Kevin Greutert","Costas Mandylor","Gina Holden","Betsy Russell",90,R,25670855,5.6
"Michael Lehmann","Emmanuelle Vaugier","Vinessa Shaw","Paulo Costanzo",96,R,20939782,5.6
"Joseph Kosinski","Jeff Bridges","Olivia Wilde","James Frain",125,PG,2051787,6.8
"John Fortenberry","Will Ferrell","Chris Kattan","Dan Hedaya",82,PG-13,13324946,6.2
"Daniel Barnz","Alex Pettyfer","Mary-Kate Olsen","Erik Knudsen",86,PG-13,10854896,5.6
"Alexandre Aja","Dan Byrd","Greg Nicotero","Vinessa Shaw",108,R,26777564,6.4
"Sam Weisman","Kevin Grevioux","Jenna Boyd","Mary McCormack",98,PG-13,5734486,5.6
"Niki Caro","Morgan Saylor","Valente Rodriguez","Diana Maria Riva",129,PG,27469602,7.4
"Erik White","Brandon T. Jackson","Loretta Devine","Shad Moss",99,PG-13,24708699,4.9
"Chris Robinson",T.I.,"Adam Boyer",Malika,105,PG-13,21160089,6
"Jason Moore","Anna Kendrick","Hana Mae Lee","Ben Platt",112,PG-13,47998368,7.2
"Michael Tollin","Marc Blucas","Brian Dennehy","Bruce Davison",108,PG-13,-14306109,4.9
"Sam Raimi","Gary Cole","Bridget Fonda","Chelcie Ross",121,R,-688237,7.5
"Robert Harmon","Alexander Gould","Ethan Embry","Marc Blucas",89,PG-13,-4306379,4.8
"Trent Cooper","Thomas F. Wilson","Larry the Cable Guy","Megyn Price",89,PG-13,11655665,3.1
"Gary Halvorson","Vanessa Williams","Kevin Clash","Caroll Spinney",73,G,-5365542,5.8
"Antoine Fuqua","Don Cheadle","Lili Taylor","Armando Riesco",132,R,10154426,6.7
"Nicholas Ray","Ava Gardner","David Niven","John Ireland",154,Unrated,-9000000,6.8
"Fede Alvarez","Lou Taylor Pucci","Elizabeth Blackmore","Ellen Sandweiss",96,R,37239856,6.5
"Donald Petrie","Nia Vardalos","Harland Williams","Rachel Dratch",98,PG-13,-8337682,5.9
"Paul Weitz","Judy Greer","Dennis Quaid","Chris Klein",107,PG-13,-11843275,5.5
"Sidney J. Furie","Jim Broadbent","Margot Kidder","William Hootkins",134,PG,-1318980,3.6
"Ian Iqbal Rashid","DeRay Davis","Clé Bennett","Conrad Coates",94,PG-13,7070459,3.3
"Wayne Kramer","Paul Walker","Chazz Palminteri","Ivana Milicevic",122,R,-10144863,7.4
"Rowdy Herrington","Aidan Quinn","Jeremy Northam","Paul Freeman",128,PG,2694071,6.7
"Jim Goddard","Victor Wong","Paul Freeman","Clyde Kusatsu",97,PG-13,-14684317,3
"Neil Burger","Rufus Sewell","Eddie Marsan","Jake Wood",110,PG-13,23825798,7.6
"Noel Marshall","Tippi Hedren","Melanie Griffith","Zakes Mokae",102,PG,-15000000,6.4
"Joel Schumacher","Brenda Fricker","David Murray","Gerard McSorley",98,R,-15430082,6.9
"Andrea Di Stefano","Josh Hutcherson","Brady Corbet","Carlos Bardem",120,R,-16893131,6.6
"Richard Kelly","Janeane Garofalo","Curtis Armstrong","Chris Andrew Ciulla",160,R,-16726580,5.5
"Guillaume Ivernel","Rob Paulsen","Jess Harnell","Mary Mouser",80,PG,-11000000,6.6
"Jack Smight","George Peppard","Jan-Michael Vincent","Paul Winfield",91,PG,-17000000,5.2
"Todd Lincoln","Julianna Guill","Rick Gomez","Tim Williams",83,PG-13,-12069202,4.1
"Howard Zieff","Macaulay Culkin","Jamie Lee Curtis","Griffin Dunne",102,PG-13,43347242,6.8
"Steven Shainberg","Robert Downey Jr.","Ty Burrell","Matt Servitto",122,R,-16579086,6.5
"Neil Burger","Rufus Sewell","Eddie Marsan","Jake Wood",110,PG-13,23825798,7.6
"Oliver Stone","Hal Holbrook","Tamara Tunie","James Karen",126,R,28848100,7.4
"Ang Lee","Alan Rickman","Kate Winslet","Tom Wilkinson",136,PG,26200000,7.7
"Julian Jarrold","Anne Hathaway","Julie Walters","Laurence Fox",120,PG,2163911,7.1
"Joe Nussbaum","Danny Strong","Matt Long","Samm Levine",108,PG-13,-4797910,6.3
"Vadim Perelman","Frances Fisher","Kim Dickens","Ron Eldard",126,R,-1994515,7.6
"Peter Weir","Robin Williams","Josh Charles","Kurtwood Smith",128,PG,79460116,8
"Peter Farrelly","Lauren Holly","Mike Starr","Teri Garr",113,PG-13,111175354,7.3
"Rob Reiner","Bruno Kirby","Gretchen Palmer","Harley Jane Kozak",89,R,76823600,7.6
"Sidney Lumet","Charlotte Rampling","James Mason","Jack Warden",129,R,38000000,7.8
"Todd Phillips","Ethan Suplee","Rachel Blanchard","Paulo Costanzo",94,R,52925609,6.5
"Brian Robbins","Paul Walker","Ron Lester","Mark Walters",106,R,36885587,6.4
"Michel Hazanavicius","Bérénice Bejo","Ed Lauter","Beth Grant",100,PG-13,29667095,8
"David S. Goyer","Gary Oldman","Atticus Shaffer","Rachel Brosnahan",89,PG-13,26638165,4.8
"Wes Anderson","Bruce Willis","Bill Murray","Bob Balaban",94,PG-13,29507053,7.8
"Jonathan Liebesman","Matt Bomer","Jordana Brewster","Lew Temple",83,R,23511038,5.9
"Cyrus Nowrasteh","Clive Russell","Vincent Walsh","Finn Ireland",111,PG-13,-12037424,5.4
"Perry Andelin Blake","Jennifer Esposito","Kenan Thompson","James Brolin",80,PG,24363530,3.3
"Guillermo del Toro","Ivana Baquero","Maribel Verdú","Sergi López",112,R,24123143,8.2
,"Joel Courtney","Jessika Van","Riley Smith",60,,0,6.6
"John Whitesell","Leslie Bibb","Angus T. Jones","Paul Sorvino",94,PG,-1642524,5.4
"John Singleton",Mo'Nique,"Snoop Dogg","Angell Conwell",130,R,12734552,6.4
"Christian E. Christiansen","Leighton Meester","Danneel Ackles","Frances Fisher",91,PG-13,21300107,4.8
"Dennie Gordon","Brittany Daniel","Erik Per Sullivan","Fred Ward",91,PG-13,9387695,5.9
"Sheldon Lettich","Bolo Yeung","Alonna Shaw","Kamel Krifa",110,R,15102717,5.5
"Edgar Wright","Bill Bailey","Joe Cornish","Billie Whitelaw",121,R,15618786,7.9
"Diane English","Jada Pinkett Smith","Debi Mazar","Debra Messing",114,PG-13,10396744,4.9
"Woody Allen","Scarlett Johansson","Kevin Dunn","Christopher Evan Welch",96,PG-13,7713577,7.2
"Peter Flinth","Gustaf Skarsgård","Michael Nyqvist","Vincent Perez",270,,-25000000,6.6
"Jon Lucas","Mila Kunis","Jay Hernandez","Jada Pinkett Smith",100,R,35461307,6.7
"Robert Iscove","Alyson Hannigan","Amanda Detmer","Tsianina Joelson",94,PG-13,4627372,5.3
"Peter Kosminsky","Patrick Fugit","Cole Hauser","Marc Donato",109,PG-13,346122,7.2
"Karyn Kusama","J.K. Simmons","Amy Sedaris","Cynthia Stevenson",107,R,204793,5.1
"Nick Gomez","Will Ferrell","Jamie Lee Curtis","Tracey Walter",96,PG-13,-572808,5.6
"Woody Allen","Mike Starr","Don Pardo","Julie Kavner",88,PG,-1207221,7.6
"Vic Armstrong","Nicolas Cage","Lea Thompson","Quinton Aaron",110,PG-13,-2001718,3.1
"Allen Coulter","Robert Pattinson","Lena Olin","Ruby Jerins",113,PG-13,3057024,7.2
"Clare Kilner","Dylan Baker","Alexandra Holden","Trent Ford",101,PG-13,-1891482,5.7
"Richard Benjamin","Jon Lovitz","Alyson Hannigan","Tony Jay",105,PG-13,-6146000,5.2
"Jonathan Demme","Denzel Washington","Tom Hanks","Jason Robards",125,PG-13,51324422,7.7
"Josef Rusnak","Gretchen Mol","Craig Bierko","Brad William Henke",100,R,-500000,7
"Lance Rivera","Farrah Fawcett","Vincent Pastore","Jenifer Lewis",97,PG-13,11540112,3.6
"Ronald Neame","Martin Landau","Karl Malden","Brian Keith",108,PG,-16000000,4.9
"Bruce Paltrow","Lochlyn Munro","Marian Seldes","Huey Lewis",112,R,-10265765,6
"Woody Allen","Woody Allen","Debra Messing","Treat Williams",112,PG-13,-11160617,6.6
"Adam Rifkin","Natasha Lyonne","Lin Shaye","Shannon Tweed",95,R,-10806975,6.8
"Russell Mulcahy","Christopher Lambert","Jon Polito","Celia Imrie",110,R,-10100000,7.2
"Susanne Bier","Alison Lohman","Omar Benson Miller","Robin Weigert",118,R,-13150858,7.2
"Kenneth Johnson","Charles Napier","Annabeth Gish","Hill Harper",97,PG-13,-14313571,2.8
"James Gray","Jeremy Renner","Dagmara Dominczyk","Angela Sarafyan",120,R,-14015257,6.6
"James Ivory","Vanessa Redgrave","Natasha Richardson","Lynn Redgrave",135,PG-13,-14333738,6.7
"Danny Boyle","Rosario Dawson","Spencer Wilding","Tuppence Middleton",101,R,-17680813,7
"Jessy Terrero",Mo'Nique,"Snoop Dogg","Tom Arnold",92,R,-2077789,4.4
"Dany Boon","Dany Boon","Kad Merad","Michel Galabru",106,,-11000000,7.1
"Vicente Amorim","Viggo Mortensen","Jodie Whittaker","Steven Mackintosh",92,R,-14976909,6.2
"Gaspar Noé","Paz de la Huerta","Emily Alyn Lind","Olly Alexander",161,"Not Rated",-12663533,7.3
"Amy Heckerling","Taylor Negron","Justin Kirk","Ivan Sergei",92,PG-13,-15997036,5.1
"Lasse Hallström","Cary-Hiroyuki Tagawa","Sarah Roemer","Joan Allen",93,G,-16000000,8.1
"Jérôme Salle","Orlando Bloom","Tanya van Graan","Conrad Kemp",110,R,-16000000,6.7
"Tommy Lee Jones","Barry Corbin","Tim Blake Nelson","Miranda Otto",122,R,-13571117,6.6
"Jesse Vaughan","Vivica A. Fox","Jenifer Lewis","Kevin Pollak",91,PG-13,-2028183,4.5
,"Steven Van Zandt","Trond Fausa","Tommy Karlsen",45,TV-MA,-34000000,8.1
"Atom Egoyan","David Alpay","Marie-Josée Croze","Charles Aznavour",115,R,1554566,6.6
"William Bindley","Bruce Dern","Jake Lloyd","William Shockley",94,PG,508867,6.5
"Wayne Beach","Mekhi Phifer","LL Cool J","Fisher Stevens",93,R,-14318803,5.9
"Gérard Krawczyk","Carole Bouquet","Ryôko Hirosue","Michel Muller",94,R,-15218475,6.6
"James Gunn","Dustin Milligan","Gregg Henry","Tania Saulnier",95,R,-7725270,6.5
"Martin Brest","Judge Reinhold","Ronny Cox","James Russo",105,R,220760500,7.3
"Chris Columbus","Macaulay Culkin","Devin Ratray","Catherine O'Hara",103,PG,267761243,7.5
"Leonard Nimoy","Tom Selleck","Ted Danson","Steve Guttenberg",102,PG,156780960,5.9
"Sydney Pollack","Bill Murray","Sydney Pollack","Teri Garr",116,PG,155200000,7.4
"Tony Scott","Tom Cruise","Tom Skerritt","Adrian Pasdar",110,PG,161781728,6.9
"Ang Lee","Chen Chang","Pei-Pei Cheng","Sihung Lung",120,PG-13,113067808,7.9
"Sam Mendes","Kevin Spacey","Peter Gallagher","Ara Celi",122,R,115058047,8.4
"Tom Hooper","Colin Firth","Jennifer Ehle","Derek Jacobi",118,R,123795342,8
"Ivan Reitman","Kelly Preston","Tony Jay","Hugh O'Brian",107,PG,96936400,6
,"Bex Taylor-Klaus","Bobby Campo","Jason Wiles",45,TV-14,0,7.3
"Udayan Prasad","Kristen Stewart","Eddie Redmayne","William Hurt",102,PG-13,-15182960,6.8
"Steven Spielberg","Oprah Winfrey","Rae Dawn Chong","Dana Ivey",154,PG-13,79175854,7.8
"JK Youn","Nicole Dionne","Ji-won Ha","Kyung-gu Sol",103,R,0,5.7
"Timur Bekmambetov","Morgan Freeman","Ayelet Zurer","Moises Arias",141,PG-13,-100000000,6.1
"Morten Tyldum","Benedict Cumberbatch","Rory Kinnear","Allen Leech",114,PG-13,77121452,8.1
"Howard Zieff","Eileen Brennan","Albert Brooks","Alan Oppenheimer",109,R,59800000,6.1
"Michael Apted","Sissy Spacek","Beverly D'Angelo","Levon Helm",124,PG,79900000,7.5
"Thor Freudenthal","Chloë Grace Moretz","Zachary Gordon","Rachael Harris",94,PG,49001297,6.2
"Andrés Muschietti","Javier Botet","Megan Charpentier","Isabelle Nélisse",100,PG-13,51588220,6.2
"John Carpenter","Jamie Lee Curtis","Donald Pleasence","P.J. Soles",101,R,46700000,7.9
"Harold Ramis","Beverly D'Angelo","Randy Quaid","Jane Krakowski",98,R,46400000,7.4
"Jeff Tremaine","Jackson Nicoll","Georgina Cates","Grasie Mercedes",102,R,86978840,6.6
"Stephen Frears","Roger Allam","Sylvia Syms","Alex Jennings",94,PG-13,46637947,7.3
"Tim Burton","Catherine O'Hara","Jeffrey Jones","Glenn Shadix",92,PG,58326666,7.5
"Tyler Perry","Michael Jai White","Tasha Smith","Lamman Rucker",113,PG-13,40184721,5.6
"Gillian Armstrong","Christian Bale","Kirsten Dunst","Eric Stoltz",115,PG,35003300,7.3
"James Watkins","Daniel Radcliffe","Roger Allam","Jessica Raine",95,PG-13,37322273,6.4
"Simon West","Madeline Carroll","Tessa Thompson","Brian Geraghty",87,PG-13,32860214,5
"Shawn Levy","Frankie Muniz","Donald Faison","Lee Majors",88,PG,32811275,5.4
"Michael Cimino","Robert De Niro","Meryl Streep","John Savage",183,R,-15000000,8.2
"Barry Levinson","Robert De Niro","Kirsten Dunst","John Michael Higgins",97,R,28022524,7.1
"Jim Fall","Clayton Snyder","Adam Lamberg","Alex Borstein",94,PG,25672630,5.3
"Ric Roman Waugh","Dwayne Johnson","Harold Perrineau","Nadine Velazquez",112,PG-13,27919096,6.5
"Michael Dougherty","Adam Scott","Conchata Ferrell","Allison Tolman",98,PG-13,27592530,6.2
"Robert Rodriguez","Jordana Brewster","Salma Hayek","Clea DuVall",104,R,25064955,6.4
"Brian Gibson","Rae'Ven Kelly","Virginia Capers","Dororthy Thorton",118,R,39100956,7.2
"James Mangold","Robert De Niro","Sylvester Stallone","Janeane Garofalo",120,R,34886089,6.9
"Joel Gallen","Chris Evans","JoAnna Garcia Swisher","Mia Kirshner",99,R,21882551,5.7
"David Ayer","Jake Gyllenhaal","Anna Kendrick","America Ferrera",109,R,33983001,7.7
"Cameron Crowe","Emma Stone","Bradley Cooper","Bill Murray",105,PG-13,-16008503,5.4
